index,class_name,original_comment,preprocessed_comment,categories
421,GtDiagrammerEditorList,i fetch data from the diagrammer editor data source,i fetch data from the diagrammer editor data source,"['Responsibilities', 'Collaborators']"
423,GtDiagrammerExamples,diagrammer,diagrammer,['Example']
424,GtDiagrammerPicker,i am a scriptable toogle group to display a uniform collection of selectable values.,i am a scriptable toogle group to display a uniform collection of selectable values.,['Intent']
425,GtDiagrammerPicker,picker,picker,['Example']
427,GtDiagrammerPicker,world .,world .,['Example']
434,GtDiagrammerPicker,margin blinsets all 3,margin blinsets all 3,['Example']
436,GtDiagrammerPicker,picker constraintsdo c,picker constraintsdo c,['Example']
442,GtExampleDependenciesResolver,i know how to extract the dependencies of a given example.,i know how to extract the dependencies of a given example.,['Responsibilities']
447,GtExampleFactory,users should configure me with a #sourceclass .,users should configure me with a # sourceclass .,"['Keyimplementationpoints', 'Keymessages']"
449,GtExampleFactory,"to create an example, a method defining an example is executed having a provider as a receiver.","to create an example, a method defining an example is executed having a provider as a receiver.",['Keyimplementationpoints']
451,GtExampleFactory,"if the method is defined on the instance side, the provider consists in a new instance of that class.","if the method is defined on the instance side, the provider consists in a new instance of that class.",['Keyimplementationpoints']
453,GtExampleFactory,optionally users can configure the factory with an explicit provider.,optionally users can configure the factory with an explicit provider.,['Keyimplementationpoints']
455,GtExampleFactory,to initialize the subjects of an example i call #gtexamplesubjects on the provider object.,to initialize the subjects of an example i call # gtexamplesubjects on the provider object.,"['Keyimplementationpoints', 'Example']"
458,GtExampleFactory,then i execute those methods with the example as a receiver and the pragma arguments.,then i execute those methods with the example as a receiver and the pragma arguments.,"['Keyimplementationpoints', 'Example']"
459,GtExampleInstanceSubject,i indicate that the subject of an example is an object.,i indicate that the subject of an example is an object.,['Responsibilities']
460,GtExampleInstanceSubject,i am the default subject of an example.,i am the default subject of an example.,"['Intent', 'Collaborators']"
462,GtExampleProcessor,"for example, evaluating an example is to be treated differently from a debugging scenario, or from a scenario to recorver static dependencies.","for example, evaluating an example is to be treated differently from a debugging scenario, or from a scenario to recorver static dependencies.",['Example']
463,GtExampleProcessor,i maintain a context that can be accessed from within the examples being processed during the execution of the processor.,i maintain a context that can be accessed from within the examples being processed during the execution of the processor.,['Responsibilities']
464,GtExampleProcessor,#value execute the processor.,# value execute the processor.,['Keymessages']
466,GtExampleProcessor,#canprocess verifies if the processor can execute on the given example.,# canprocess verifies if the processor can execute on the given example.,['Keymessages']
467,GtGradAbstractTreeLayout,this an implementation of a moen s tree layout algorithm.,this an implementation of a moen s tree layout algorithm.,['Intent']
470,GtGradAbstractTreeLayout,it improved the older algorithm s ability to handle non uniform sized nodes.,it improved the older algorithm s ability to handle non uniform sized nodes.,['Keyimplementationpoints']
478,GtGradAbstractTreeLayout,"to accomplish that, it uses shapes represented by polyline structures.","to accomplish that, it uses shapes represented by polyline structures.",['Keyimplementationpoints']
482,GtGradAbstractTreeLayout,"when merging contours, minimum horizontal vertical offsets at which siblings can be placed with resepct to their upper left sibling depending of the layout s orientation are calculated","when merging contours, minimum horizontal vertical offsets at which siblings can be placed with resepct to their upper left sibling depending of the layout s orientation are calculated",['Responsibilities']
483,GtGradAbstractTreeLayout,"once the bottom up traversal is finished, calculation of offsets is finished as well.","once the bottom up traversal is finished, calculation of offsets is finished as well.",['Responsibilities']
487,GtGradAbstractTreeLayout,"additionally, this implementation supports alignment of nodes top, center, bottom in case of the vertical layout and left, center, right in case of the horizontal layout .","additionally, this implementation supports alignment of nodes top, center, bottom in case of the vertical layout and left, center, right in case of the horizontal layout .",['Responsibilities']
488,GtGradAbstractTreeLayout,"this is done through calculation of differences in sizes of nodes compared to the largest nodes on the same level, as well as the differences in sizes of their parents compared to the largest nodes on the parent level.","this is done through calculation of differences in sizes of nodes compared to the largest nodes on the same level, as well as the differences in sizes of their parents compared to the largest nodes on the parent level.",['Responsibilities']
489,GtGradAbstractTreeLayout,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree layout methods and definitions of methods the two subclasses need to redefine.,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree layout methods and definitions of methods the two subclasses need to redefine.,['Collaborators']
490,GtGradAbstractTreeLayout,"generally, the differences between the implementations of the hozitonal and vertical variants are really small, revolving around one using or setting the x and the other y coordinates.","generally, the differences between the implementations of the hozitonal and vertical variants are really small, revolving around one using or setting the x and the other y coordinates.",['Collaborators']
492,GtGraphCircleEnclosure,i compute the smallest circle that encloses the specified array of circles.,i compute the smallest circle that encloses the specified array of circles.,['Responsibilities']
493,GtGraphCircleEnclosure,the enclosing circle is computed using the matou ek sharir welzl http www^inf.ethz^ch personal emo publfiles subexlinprog alg16 96^pdf algorithm.,the enclosing circle is computed using the matou ek sharir welzl http www ^ inf.ethz.ch personal emo publfiles subexlinprog alg16 96 ^ pdf algorithm.,['Responsibilities']
495,GtGraphCircleEnclosure,"and add circles one by one, starting with a larger one.","and add circles one by one, starting with a larger one.",['Example']
496,GtGraphCircleEnclosure,a circle enclosure is represented by a cyan circle.,a circle enclosure is represented by a cyan circle.,['Example']
499,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithonecircle previewshow #gtpreviewfor previewexpanded previewheight 300,example gtgraphcircleenclosureexamples # enclosurewithonecircle previewshow # gtpreviewfor previewexpanded previewheight 300,['Example']
501,GtGraphCircleEnclosure,two circle enclosure is also a special case and can be derived directly by method gtgraphcircleenclosure class #enclosure and,two circle enclosure is also a special case and can be derived directly by method gtgraphcircleenclosure class # enclosure and,['Example']
502,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithtwocircles previewshow #gtpreviewfor previewexpanded previewheight 300,example gtgraphcircleenclosureexamples # enclosurewithtwocircles previewshow # gtpreviewfor previewexpanded previewheight 300,['Example']
503,GtGraphCircleEnclosure,three circle enclosure is a special case too.,three circle enclosure is a special case too.,['Example']
505,GtGraphCircleEnclosure,let s add the third circle to our enclosure to see the result,let s add the third circle to our enclosure to see the result,['Example']
506,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewiththreecircles previewshow #gtpreviewfor previewexpanded previewheight 300,example gtgraphcircleenclosureexamples # enclosurewiththreecircles previewshow # gtpreviewfor previewexpanded previewheight 300,['Example']
507,GtGraphCircleEnclosure,"starting with four circles, an enclosure should be computed recursively by building and updating a basis enclosure consisting of one to three circles method gtgraphcircleenclosure class #enclosureall .","starting with four circles, an enclosure should be computed recursively by building and updating a basis enclosure consisting of one to three circles method gtgraphcircleenclosure class # enclosureall .",['Example']
508,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithfourcircles previewshow #gtpreviewfor previewexpanded previewheight 300,example gtgraphcircleenclosureexamples # enclosurewithfourcircles previewshow # gtpreviewfor previewexpanded previewheight 300,['Example']
511,GtGraphForceBasedLayout,a roforcebasedlayout is inspired from the code of d3.,a roforcebasedlayout is inspired from the code of d3.,['Intent']
522,GtGraphTreemapSquarify,this is an adapted extract from the paper squarified treemaps mentioned above.,this is an adapted extract from the paper squarified treemaps mentioned above.,['Example']
523,GtGraphTreemapSquarify,"suppose we have a rectangle with width example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #width and height example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #height , and furthermore suppose that this rectangle must be subdivided in seven rectangles with areas example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #nodevalues .","suppose we have a rectangle with width example gtgraphtreemaplayoutexamples # squarifywithsevennodes label # width and height example gtgraphtreemaplayoutexamples # squarifywithsevennodes label # height , and furthermore suppose that this rectangle must be subdivided in seven rectangles with areas example gtgraphtreemaplayoutexamples # squarifywithsevennodes label # nodevalues .",['Example']
524,GtGraphTreemapSquarify,the area will be subdivided as follows,the area will be subdivided as follows,['Example']
525,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow #gtpreviewfor,example gtgraphtreemaplayoutexamples # squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow # gtpreviewfor,['Example']
526,GtGraphTreemapSquarify,the first step of our algorithm is to split the initial rectangle.,the first step of our algorithm is to split the initial rectangle.,['Example']
527,GtGraphTreemapSquarify,"we choose for a horizontal subdivision, because the original rectangle is wider than high.","we choose for a horizontal subdivision, because the original rectangle is wider than high.",['Example']
530,GtGraphTreemapSquarify,the aspect ratio of this first rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep label #worstvaluerounded .,the aspect ratio of this first rectangle is example gtgraphtreemaplayoutexamples # squarifywithsevennodesfirststep label # worstvaluerounded .,['Example']
531,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep previewexpanded true nocode,example gtgraphtreemaplayoutexamples # squarifywithsevennodesfirststep previewexpanded true nocode,['Example']
532,GtGraphTreemapSquarify,"next we add a second rectangle, above the first.","next we add a second rectangle, above the first.",['Example']
533,GtGraphTreemapSquarify,the worst aspect ratio improves to example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep label #worstvaluerounded .,the worst aspect ratio improves to example gtgraphtreemaplayoutexamples # squarifywithsevennodessecondstep label # worstvaluerounded .,['Example']
534,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep previewexpanded true nocode,example gtgraphtreemaplayoutexamples # squarifywithsevennodessecondstep previewexpanded true nocode,['Example']
535,GtGraphTreemapSquarify,"however, if we add the next area 4 above these original rectangles, the aspect ratio of this rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesthirdstep label #worstvaluerounded .","however, if we add the next area 4 above these original rectangles, the aspect ratio of this rectangle is example gtgraphtreemaplayoutexamples # squarifywithsevennodesthirdstep label # worstvaluerounded .",['Example']
537,GtGraphTreemapSquarify,"therefore, we decide that we have reached an optimum for the left half in step two, and start processing the right half.","therefore, we decide that we have reached an optimum for the left half in step two, and start processing the right half.",['Example']
538,GtGraphTreemapSquarify,"the initial subdivision we choose here is vertical, because the rectangle is higher than wider.","the initial subdivision we choose here is vertical, because the rectangle is higher than wider.",['Example']
540,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep previewexpanded true nocode,example gtgraphtreemaplayoutexamples # squarifywithsevennodesfourthstep previewexpanded true nocode,['Example']
542,GtGraphTreemapSquarify,the worst aspect ratio decreases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded,the worst aspect ratio decreases from example gtgraphtreemaplayoutexamples # squarifywithsevennodesfourthstep label # worstvaluerounded to example gtgraphtreemaplayoutexamples # squarifywithsevennodesfifthstep label # worstvaluerounded,['Example']
544,GtGraphTreemapSquarify,addition of the next area 2 however does not improve the result as the worst aspect ratio increases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep label #worstvaluerounded,addition of the next area 2 however does not improve the result as the worst aspect ratio increases from example gtgraphtreemaplayoutexamples # squarifywithsevennodesfifthstep label # worstvaluerounded to example gtgraphtreemaplayoutexamples # squarifywithsevennodessixthstep label # worstvaluerounded,['Example']
545,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep previewexpanded true nocode,example gtgraphtreemaplayoutexamples # squarifywithsevennodessixthstep previewexpanded true nocode,['Example']
546,GtGraphTreemapSquarify,so we reject the previous step and start to fill the right top partition,so we reject the previous step and start to fill the right top partition,['Example']
549,GtGraphTreemapSquarify,the final result is the following,the final result is the following,['Example']
554,GtGraphTreemapSquarifyLandscapeRectangle,i am used by class gtgraphtreemapsquarifystep .,i am used by class gtgraphtreemapsquarifystep .,['Collaborators']
556,GtGraphTreemapSquarifyLandscapeRectangle,example gtgraphtreemaplayoutexamples #squarifywithfournodesfirstarea nocode,example gtgraphtreemaplayoutexamples # squarifywithfournodesfirstarea nocode,['Example']
557,GtLibraryInstaller,i am the installer of shared libraries along side image or vm.,i am the installer of shared libraries along side image or vm.,"['Example', 'Intent']"
559,GtLibraryInstaller,installer,installer,['Example']
560,GtLibraryInstaller,extension .,extension .,['Example']
562,GtLibraryInstallerLogAnnouncement,the ui may want to display them in a transcript,the ui may want to display them in a transcript,['Collaborators']
564,GtPhlowForwarderView,i forward a view definition to another object.,i forward a view definition to another object.,['Responsibilities']
566,GtPhlowForwarderView,"i am also useful in situtions, when the object is created only for the purpose of the view.","i am also useful in situtions, when the object is created only for the purpose of the view.",['Responsibilities']
570,GtPlotterAxisProjection,given a point 20@30 as a domain object and euclidian coordinate system.,given a point 20@30 as a domain object and euclidian coordinate system.,['Example']
571,GtPlotterAxisProjection,then projection of that point on continuous x axis would be 20 and projection on y axis would be 30.,then projection of that point on continuous x axis would be 20 and projection on y axis would be 30.,['Example']
579,GtRemoteInspector,gtremoteinspector provides a mechanism for remote viewing of objects over a rest json api.,gtremoteinspector provides a mechanism for remote viewing of objects over a rest json api.,['Responsibilities']
580,GtRemoteInspector,public api and key messages,public api and key messages,['Keymessages']
582,GtRemoteInspector,message two,message two,['Keymessages']
583,GtRemoteInspector,for bonus points how to create instances.,for bonus points how to create instances.,['Keymessages']
584,GtRlBaselineTagReleaseStrategy,i am a release strategy that uses the current loaded tag for a repository as the version number.,i am a release strategy that uses the current loaded tag for a repository as the version number.,"['Responsibilities', 'Intent']"
586,GtRlBaselineTagReleaseStrategy,the version number already exists in the repository.,the version number already exists in the repository.,['Responsibilities']
587,GtRlBaselineTagReleaseStrategy,as i am passive i do not export any metadata.,as i am passive i do not export any metadata.,['Keyimplementationpoints']
591,GtRlBaselineTagReleaseStrategy,see method gtrlbaselinetagreleasestrategy #assertcompatiblewithrepository for assertions that check when i can be used.,see method gtrlbaselinetagreleasestrategy # assertcompatiblewithrepository for assertions that check when i can be used.,['Example']
592,GtRlCommitAndTagReleaseAction,i execute a commit of the current changes staged for commit and push a tag corresponding to the version number of the repository release.,i execute a commit of the current changes staged for commit and push a tag corresponding to the version number of the repository release.,['Responsibilities']
593,GtRlCommitAndTagReleaseAction,i only work with strategies of type class gtrlsemantictagreleasestrategy .,i only work with strategies of type class gtrlsemantictagreleasestrategy .,"['Keyimplementationpoints', 'Collaborators']"
594,GtRlCommitAndTagReleaseAction,see method gtrlsemantictagreleasestrategy #commitandtagrelease for more implementation details.,see method gtrlsemantictagreleasestrategy # commitandtagrelease for more implementation details.,['Keyimplementationpoints']
595,GtRlMajorVersionComputation,i increment the major number of a semantic version.,i increment the major number of a semantic version.,['Responsibilities']
596,GtRlMajorVersionComputation,i reset both the patch and minor parts of the version number to zero.,i reset both the patch and minor parts of the version number to zero.,['Responsibilities']
597,GtRlMajorVersionComputation,if the symbolic version number on which i am applied has a patch or a minor number i reset them to zero in the created version number.,if the symbolic version number on which i am applied has a patch or a minor number i reset them to zero in the created version number.,['Keyimplementationpoints']
598,GtRlNode,i am an abstraction for a type of dependency in the loading configuration of a system.,i am an abstraction for a type of dependency in the loading configuration of a system.,"['Responsibilities', 'Intent']"
599,GtRlReleaseConfiguration,i model options for configuring how releases are performed.,i model options for configuring how releases are performed.,['Responsibilities']
600,GtRlReleaseConfiguration,i am used by a class gtrlreleasebuilder to create a new release.,i am used by a class gtrlreleasebuilder to create a new release.,['Collaborators']
601,GtRlReleaseConfiguration,"users can configure default options that apply to all repositories from a release, or configure options for individual repositories.","users can configure default options that apply to all repositories from a release, or configure options for individual repositories.",['Collaborators']
602,GtRlReleaseConfiguration,my main api methods for setting other default options are,my main api methods for setting other default options are,['Keymessages']
603,GtRlReleaseConfiguration,method gtrlreleaseconfiguration #defaultreleasebranchname the branch name on which to perform the release.,method gtrlreleaseconfiguration # defaultreleasebranchname the branch name on which to perform the release.,['Keymessages']
605,GtRlReleaseConfiguration,these are subclasses of class gtrlsemanticversioncomputation,these are subclasses of class gtrlsemanticversioncomputation,['Keymessages']
606,GtRlReleaseConfiguration,method gtrlreleaseconfiguration #defaultversionnumber the version number to use in case there are no previous releases in a repository.,method gtrlreleaseconfiguration # defaultversionnumber the version number to use in case there are no previous releases in a repository.,['Keymessages']
607,GtRlReleaseConfiguration,method gtrlreleaseconfiguration #forcenewrelease force a new release in a repository even if there no new changes in that repository and all dependencies did not change.,method gtrlreleaseconfiguration # forcenewrelease force a new release in a repository even if there no new changes in that repository and all dependencies did not change.,['Keymessages']
608,GtSnippetRequest,i am sent by snippet widget looks when they request to receive a snippet model from the widget model,i am sent by snippet widget looks when they request to receive a snippet model from the widget model,"['Responsibilities', 'Intent']"
610,SpartaCairoTextMetrics,"because text extents are in user space coordinates, they are mostly, but not entirely, independent of the current transformation matrix.","because text extents are in user space coordinates, they are mostly, but not entirely, independent of the current transformation matrix.",['Keyimplementationpoints']
611,SpartaCairoTextMetrics,"if you call cairo scale cr, 20, 20 , text will be drawn twice as big, but the reported text extents will not be doubled.","if you call cairo scale cr, 20, 20 , text will be drawn twice as big, but the reported text extents will not be doubled.",['Keyimplementationpoints']
612,SpartaCairoTextMetrics,"they will change slightly due to hinting so you can t assume that metrics are independent of the transformation matrix , but otherwise will remain unchanged.","they will change slightly due to hinting so you can t assume that metrics are independent of the transformation matrix , but otherwise will remain unchanged.",['Keyimplementationpoints']
614,SpartaCanvas,i represent a sparta canvas and provide an api to perform various drawing operations.,i represent a sparta canvas and provide an api to perform various drawing operations.,['Intent']
615,SpartaCanvas,i define an abstract api of sparta canvas that all concrete implementations must have.,i define an abstract api of sparta canvas that all concrete implementations must have.,['Responsibilities']
616,SpartaCanvas,overview,overview,['Responsibilities']
617,SpartaCanvas,my main responsibility is to create and provide backend specific builders and various objects.,my main responsibility is to create and provide backend specific builders and various objects.,['Responsibilities']
619,SpartaCanvas,for example if one wants to fill a path with a paint she needs to send #fill message to canvas to get a fill builder painter .,for example if one wants to fill a path with a paint she needs to send # fill message to canvas to get a fill builder painter .,['Example']
622,SpartaCanvas,i m also responsible for creation of filter primitives filter types that are used with filter operation.,i m also responsible for creation of filter primitives filter types that are used with filter operation.,['Responsibilities']
623,SpartaCanvas,they can be found in filters protocol.,they can be found in filters protocol.,['Responsibilities']
626,SpartaCanvas,public api and key messages,public api and key messages,['Keymessages']
628,SpartaCanvas,stroke create a builder of stroke drawing operation,stroke create a builder of stroke drawing operation,['Keymessages']
632,SpartaCanvas,transform create a builder to transform canvas,transform create a builder to transform canvas,['Keymessages']
635,SpartaCanvas,filter create a builder of filter drawing operation,filter create a builder of filter drawing operation,['Keymessages']
637,SpartaCanvas,bitmap create a bitmap factory,bitmap create a bitmap factory,['Keymessages']
639,SpartaCanvas,filters create a common filters factory,filters create a common filters factory,['Keymessages']
641,SpartaCanvas,similar to create an empty canvas of size anextent and of the same type and format,similar to create an empty canvas of size anextent and of the same type and format,['Keymessages']
642,SpartaCanvas,asform to rasterize myself and return resulting image as form,asform to rasterize myself and return resulting image as form,['Keymessages']
646,SpartaCanvas,canvas spartacanvas extent 400@250.,canvas spartacanvas extent 400@250.,"['Example', 'Intent']"
649,SpartaCanvas,create a triangle vector path,create a triangle vector path,['Example']
655,SpartaCanvas,close,close,['Example']
657,SpartaCanvas,https github^com syrel sparta raw master images spartacanvas 02 triangle path^png label trianglepath,https github ^ com syrel sparta raw master images spartacanvas 02 triangle path.png label trianglepath,"['Example', 'Intent']"
663,SpartaCanvas,stops 0 color red.,stops 0 color red.,['Example']
679,SpartaCanvas,stroke triangle with blue color,stroke triangle with blue color,['Example']
685,SpartaCanvas,draw.,draw.,['Example']
690,SpartaCanvas,create a gaussian blur filter,create a gaussian blur filter,['Example']
692,SpartaCanvas,blur canvas gaussianblurfilter,blur canvas gaussianblurfilter,['Example']
696,SpartaCanvas,canvas filter,canvas filter,['Example']
699,SpartaCanvas,draw.,draw.,['Example']
702,SpartaLine,i represent a line.,i represent a line.,['Intent']
703,SpartaLine,"i am meant to be polymorphic with rectangle and path and can be used as path in various operations, except clipping.","i am meant to be polymorphic with rectangle and path and can be used as path in various operations, except clipping.",['Responsibilities']
704,SpartaLine,public api and key messages,public api and key messages,['Keymessages']
705,SpartaLine,from get my start point,from get my start point,['Keymessages']
706,SpartaLine,to get my end point,to get my end point,['Keymessages']
708,SpUserFontSource,i represent a font face source and know how to retrieve font contents from it,i represent a font face source and know how to retrieve font contents from it,"['Responsibilities', 'Intent']"
709,SpUserFontSourceBuffer,i am a buffer source.,i am a buffer source.,['Intent']
710,TBlEventTarget,i implement a basic infrastructure of event management.,i implement a basic infrastructure of event management.,['Responsibilities']
711,TSpartaCompositeFilter,i am a composite filter and can have an arbitrary amount of input soures,i am a composite filter and can have an arbitrary amount of input soures,['Intent']
714,TSpartaCompositeFilter,merge canvas compositefilter,merge canvas compositefilter,['Example']
716,TSpartaCompositeFilter,source filter1,source filter1,['Example']
717,TSpartaCompositeFilter,source filter2,source filter2,['Example']
718,TSpartaCompositeFilter,source filter3,source filter3,['Example']
719,TSpartaCompositeFilter,source filter4,source filter4,['Example']
720,TSpartaPaint,tspartapaint,tspartapaint,['Responsibilities']
721,TSpartaPaint,i define an api of a paint.,i define an api of a paint.,['Responsibilities']
722,TSpartaPaint,overview,overview,['Responsibilities']
725,TSpartaPaint,sparta canvas provides a paint builder that should be used to build concerete paints.,sparta canvas provides a paint builder that should be used to build concerete paints.,['Collaborators']
727,TSpartaPaint,i define an api of an abstract paint.,i define an api of an abstract paint.,['Keymessages']
728,TSpartaPaint,"transformation to get current transformation matrix, can not be mil","transformation to get current transformation matrix, can not be mil",['Keymessages']
729,TSpartaPaint,transformation set new paint transformation.,transformation set new paint transformation.,['Keymessages']
730,TSpartaPaint,"if not set, supposed to be identity.","if not set, supposed to be identity.",['Keymessages']
731,TSpartaPaint,clamp do not repeat me,clamp do not repeat me,['Keymessages']
732,TSpartaPaint,reflect mirror the image,reflect mirror the image,['Keymessages']
733,TSpartaPaint,repeat repeat in both x and y axis,repeat repeat in both x and y axis,['Keymessages']
734,TSpartaPaint,repeatx repeat only x axis,repeatx repeat only x axis,['Keymessages']
735,TSpartaPaint,repeaty repeat only y axis,repeaty repeat only y axis,['Keymessages']
736,TSpartaPaint,rotatebydegrees rotate me by amount of degrees clockwise,rotatebydegrees rotate me by amount of degrees clockwise,['Keymessages']
737,TSpartaPaint,rotatebyradians rotate me by amount of radians clockwise,rotatebyradians rotate me by amount of radians clockwise,['Keymessages']
738,TSpartaPaint,"scaleby scale me by a factor, a point or a number.","scaleby scale me by a factor, a point or a number.",['Keymessages']
739,TSpartaPaint,translateby translate me by a point or a number,translateby translate me by a point or a number,['Keymessages']
741,TSpartaPaint,"generally, a paint is not meant to be an external object, however for additional flexibility i am implemented as a trait.","generally, a paint is not meant to be an external object, however for additional flexibility i am implemented as a trait.",['Keyimplementationpoints']
742,TSpartaStrokeOptions,i define an api of stroke options object.,i define an api of stroke options object.,"['Responsibilities', 'Keymessages']"
750,XdDocumentsExamples,how to create base64 string,how to create base64 string,['Example']
752,XdDocumentsExamples,adocument gt2documentexamples new documentwithexistingclass.,adocument gt2documentexamples new documentwithexistingclass.,['Example']
753,XdDocumentsExamples,anxdfile adocument savetoxdoc.,anxdfile adocument savetoxdoc.,['Example']
754,XdDocumentsExamples,znbase64encoder new,znbase64encoder new,['Example']
757,FameOppositeClassNotExistRule,check if the opposite class declared in a pragma #mseproperty type opposite is defined.,check if the opposite class declared in a pragma # mseproperty type opposite is defined.,['Responsibilities']
758,FAMIXAnnotationTypeGroup,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,"['Responsibilities', 'Intent']"
759,FamixGenerator,g,g,['Example']
761,FamixGenerator,g generatewithoutcleaning.,g generatewithoutcleaning.,['Example']
775,FamixJavaEntity,model.,model.,['Example']
782,FamixTParameterType,parametertype represents the symbolic type used in parameterizable classes.,parametertype represents the symbolic type used in parameterizable classes.,['Intent']
786,FamixTParameterType,where aclass is a parameterizableclass.,where aclass is a parameterizableclass.,['Example']
787,FamixTParameterType,"a, b and c are parametertype of aclass.","a, b and c are parametertype of aclass.",['Example']
788,FamixTTrait,famixtrait models a trait as it can be found in pharo or php.,famixtrait models a trait as it can be found in pharo or php.,"['Responsibilities', 'Collaborators']"
790,FMFutureProperty,i represent a property of the object currently been imported while it is not yet imported.,i represent a property of the object currently been imported while it is not yet imported.,"['Responsibilities', 'Intent']"
791,FMFutureProperty,i will be useful until all my values are resolved.,i will be useful until all my values are resolved.,['Responsibilities']
792,FMFutureProperty,each time a value is resolved i ll check if i can be resolved.,each time a value is resolved i ll check if i can be resolved.,['Responsibilities']
793,FMFutureProperty,"in that case, i ll push my values in real property.","in that case, i ll push my values in real property.",['Responsibilities']
794,FMModel,description,description,['Intent']
804,FMModel,i include a system of caches in case my users want to store informations to speed up an application.,i include a system of caches in case my users want to store informations to speed up an application.,['Keyimplementationpoints']
806,FMModel,public api and key messages,public api and key messages,['Keymessages']
809,FMModel,examples,examples,['Example']
812,FMMSEPrinter,description,description,['Intent']
813,FMMSEPrinter,i am responsible of printing the mse format markup during a model export.,i am responsible of printing the mse format markup during a model export.,['Intent']
814,FMMSEPrinter,examples,examples,['Example']
815,FMMSEPrinter,printer,printer,['Example']
816,FMMSEPrinter,printer fmmseprinter onstring.,printer fmmseprinter onstring.,['Example']
817,FMMSEPrinter,fmmetametamodel default exportwithprinter printer.,fmmetametamodel default exportwithprinter printer.,['Example']
820,FMOne,i am a relation slot representing a property containing only one element.,i am a relation slot representing a property containing only one element.,['Intent']
821,FMOne,examples,examples,['Example']
822,FMOne,trait named #famixtmethod,trait named # famixtmethod,['Example']
823,FMOne,slots #parenttype fmone type #famixtwithmethods opposite #methods,slots # parenttype fmone type # famixtwithmethods opposite # methods,['Example']
824,FMOne,package famix traits method,package famix traits method,['Example']
825,FMRelationSlot,description,description,['Intent']
826,FMRelationSlot,i am an abstract slot used to declare fame properties for a class.,i am an abstract slot used to declare fame properties for a class.,"['Responsibilities', 'Intent']"
827,FmxMBPrintVisitor,i m a visitor for instances of #famixmetamodelgenerator and subclasses.,i m a visitor for instances of # famixmetamodelgenerator and subclasses.,['Intent']
831,LANInterface,lan interface comments for testing purposes.,lan interface comments for testing purposes.,"['Responsibilities', 'Intent']"
832,MalBreadthFirstSearchPath,breadth first search bfs is an algorithm for traversing or searching tree or graph data structures.,breadth first search bfs is an algorithm for traversing or searching tree or graph data structures.,"['Responsibilities', 'Intent']"
833,MalBreadthFirstSearchPath,"it starts at the tree root or some arbitrary node of a graph, sometimes referred to as a search key and explores the neighbor nodes first, before moving to the next level neighbours.","it starts at the tree root or some arbitrary node of a graph, sometimes referred to as a search key and explores the neighbor nodes first, before moving to the next level neighbours.",['Responsibilities']
836,MalFormalContext,malformalcontext mammals2 computeconcepts,malformalcontext mammals2 computeconcepts,['Example']
842,MalHgNode,attributes dictionary,attributes dictionary,['Keymessages']
850,MalHgNode,dictionary to attach arbitrary information to a node,dictionary to attach arbitrary information to a node,['Keymessages']
855,MalHgNode,incoming,incoming,['Keymessages']
856,MalHgNode,level,level,['Keymessages']
858,MalHgNode,outgoing,outgoing,['Keymessages']
859,MalHgNode,parent,parent,['Keymessages']
861,MalKruskal,"this means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized.","this means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized.",['Responsibilities']
862,MalKruskal,"if the graph is not connected, then it finds a minimum spanning forest a minimum spanning tree for each connected component .","if the graph is not connected, then it finds a minimum spanning forest a minimum spanning tree for each connected component .",['Responsibilities']
