index,class_name,original_comment,preprocessed_comment,categories
585,ConfigDict,values of the type specified.,values of the type specified.,"['DevelopmentNotes', 'Expand']"
588,ConfigDict,", int , 0 ,",", int , 0 ,",['Usage']
590,ConfigDict,", int, 99 ,",", int, 99 ,",['Usage']
596,ConfigDict,"x x , str, , ,","x x , str, , ,",['Usage']
600,ConfigDict,pot potatoes pot liquids vodka 123,pot potatoes pot liquids vodka 123,['Usage']
610,ConfigDict,", vodka",", vodka",['Usage']
612,ConfigDict,0,0,['Usage']
614,ConfigDict,pot colors,pot colors,['Usage']
618,ConfigDict,123,123,['Usage']
622,ConfigDict,traceback most recent call last,traceback most recent call last,['Usage']
624,ConfigDict,traceback most recent call last,traceback most recent call last,['Usage']
629,ConfigDict,configvalueerror invalid value for config colors 4 green,configvalueerror invalid value for config colors 4 green,['Usage']
631,ConfigDict,how many potatoes?,how many potatoes?,['Usage']
632,ConfigDict,", type int , 0",", type int , 0",['Usage']
635,ConfigureMailboxes,add one or more mailboxes.,add one or more mailboxes.,['Summary']
636,ConfigureMailboxes,"if not account is specified, the mailbox is only assigned an id for use","if not account is specified, the mailbox is only assigned an id for use",['DevelopmentNotes']
640,ConnectToGuiOMatic,connect to a waiting gui o matic gui,connect to a waiting gui o matic gui,['Summary']
644,EncryptedUnicodeDict,encrypteddict which only deals in unicode values.,encrypteddict which only deals in unicode values.,['Summary']
645,Event,this is a single event in the event log.,this is a single event in the event log.,['Summary']
648,Forward,create forwarding drafts of one or more messages,create forwarding drafts of one or more messages,['Summary']
649,Group_,view groups,view groups,['Summary']
651,ListTags,list tags,list tags,['Summary']
653,MailpileJinjaLoader,and plugin system to find template files.,and plugin system to find template files.,['Summary']
654,MailpileMailbox,a maildir class for windows using !,a maildir class for windows using !,['Summary']
656,MailpileVFS,"this is a router object that implements the vfs interface but,","this is a router object that implements the vfs interface but,",['Summary']
657,MailpileVFS,delegating calls to individual implementations.,delegating calls to individual implementations.,['Summary']
659,OldPostingList,a posting list is a map of search terms to message ids.,a posting list is a map of search terms to message ids.,['Summary']
661,StorageBackedLongs,this combines storagebackeddata with pack unpacklonglist to pack,this combines storagebackeddata with pack unpacklonglist to pack,['Summary']
663,StorageBackedLongs,storage sbl x01 x00 x00 x00 x00 x00 x00 x00,storage sbl x01 x00 x00 x00 x00 x00 x00 x00,['Usage']
664,StorageBackedLongs,"sbl storagebackedlongs storage, sbl","sbl storagebackedlongs storage, sbl",['Usage']
666,StorageBackedLongs,TRUE,true,['Usage']
667,StorageBackedLongs,sbl^append 2,sbl.append 2,['Usage']
668,StorageBackedLongs,sbl^save,sbl.save,['Usage']
670,StorageBackedLongs,TRUE,true,['Usage']
676,VCardStore,this will,this will,['Usage']
677,VCardStore,"# create a file for the card on disk, using a random name.","# create a file for the card on disk, using a random name.",['Usage']
678,VCardStore,"vcs^add vcards mailpilevcard vcardline fn dude ,","vcs.add vcards mailpilevcard vcardline fn dude ,",['Usage']
679,VCardStore,"vcardline email d@evil^com ,","vcardline email d@evil.com ,",['Usage']
680,VCardStore,mailpilevcard vcardline fn guy,mailpilevcard vcardline fn guy,['Usage']
681,VCardStore,vcards can be looked up directly by e mail.,vcards can be looked up directly by e mail.,['Usage']
683,VCardStore,u dude,u dude,['Usage']
684,VCardStore,vcs^get vcard nosuch@email^address is none,vcs.get vcard nosuch@email.address is none,['Usage']
685,VCardStore,TRUE,true,['Usage']
686,VCardStore,or they can be found using searches.,or they can be found using searches.,['Usage']
687,VCardStore,vcs^find vcards guy 0 ^fn,vcs.find vcards guy 0 .fn,['Usage']
688,VCardStore,u guy,u guy,['Usage']
692,VCardStore,TRUE,true,['Usage']
695,AbstractEngine,object serving as a base class for all engines.,object serving as a base class for all engines.,['Summary']
702,Base,input data,input data,['DevelopmentNotes']
703,Base,"to be supplied in breaks format, then converted by the subclass method","to be supplied in breaks format, then converted by the subclass method",['DevelopmentNotes']
704,Base,get kwargs from breaks to the expected format.,get kwargs from breaks to the expected format.,['DevelopmentNotes']
706,BaseInterfaceTests,interface,interface,['Summary']
707,BooleanArray,array of boolean true false data with missing values.,array of boolean true false data with missing values.,['Summary']
709,BooleanArray,represented by 2 numpy arrays a boolean array with the data and,represented by 2 numpy arrays a boolean array with the data and,['Expand']
710,BooleanArray,a boolean array with the mask true indicating missing .,a boolean array with the mask true indicating missing .,['Expand']
725,BooleanArray,indicates missing .,indicates missing .,['Parameters']
727,BooleanArray,whether to copy the values and mask arrays.,whether to copy the values and mask arrays.,['Parameters']
742,BooleanArray,"length 3, dtype boolean","length 3, dtype boolean",['Usage']
743,BusinessHour,dateoffset subclass representing possibly n business hours.,dateoffset subclass representing possibly n business hours.,['Summary']
744,BusinessMixin,mixin to business types to provide related functions.,mixin to business types to provide related functions.,['Summary']
745,BYearBegin,dateoffset increments between business year begin dates.,dateoffset increments between business year begin dates.,['Summary']
749,CategoricalDtype,"categories sequence, optional","categories sequence, optional","['Parameters', 'Expand']"
751,CategoricalDtype,"ordered bool or none, default false","ordered bool or none, default false",['Parameters']
753,CategoricalDtype,none can be used to maintain the ordered value of existing categoricals when,none can be used to maintain the ordered value of existing categoricals when,['Parameters']
755,CategoricalDtype,false if there is no existing ordered to maintain.,false if there is no existing ordered to maintain.,"['Parameters', 'Expand']"
757,CategoricalDtype,categories,categories,['Expand']
758,CategoricalDtype,ordered,ordered,['Expand']
761,CategoricalDtype,notes,notes,['DevelopmentNotes']
764,CategoricalDtype,see ref categorical^categoricaldtype,see ref categorical.categoricaldtype,['DevelopmentNotes']
769,CategoricalDtype,"pd^series a , b , a , c , dtype t","pd.series a , b , a , c , dtype t",['Usage']
771,CategoricalDtype,1 b,1 b,['Usage']
773,CategoricalDtype,3 nan,3 nan,['Usage']
775,CategoricalDtype,"categories 2, object b a","categories 2, object b a","['Usage', 'Expand']"
776,CategoricalIndex,index based on an underlying class categorical .,index based on an underlying class categorical .,['Summary']
778,CategoricalIndex,"also,","also,",['Expand']
779,CategoricalIndex,"like categorical, it might have an order, but numerical operations","like categorical, it might have an order, but numerical operations",['Expand']
780,CategoricalIndex,"additions, divisions, .","additions, divisions, .",['Expand']
784,CategoricalIndex,the values of the categorical.,the values of the categorical.,['Parameters']
785,CategoricalIndex,"if categories are given, values not in","if categories are given, values not in","['Parameters', 'Expand']"
786,CategoricalIndex,categories will be replaced with nan.,categories will be replaced with nan.,"['Parameters', 'Expand']"
787,CategoricalIndex,"categories index like, optional","categories index like, optional","['Parameters', 'Expand']"
788,CategoricalIndex,the categories for the categorical.,the categories for the categorical.,"['Parameters', 'Expand']"
789,CategoricalIndex,items need to be unique.,items need to be unique.,['Parameters']
790,CategoricalIndex,"if the categories are not given here and also not in dtype , they","if the categories are not given here and also not in dtype , they","['Parameters', 'Expand']"
791,CategoricalIndex,will be inferred from the data .,will be inferred from the data .,['Parameters']
792,CategoricalIndex,"ordered bool, optional","ordered bool, optional","['Parameters', 'Expand']"
793,CategoricalIndex,whether or not this categorical is treated as an ordered,whether or not this categorical is treated as an ordered,"['Parameters', 'Expand']"
794,CategoricalIndex,categorical.,categorical.,['Parameters']
795,CategoricalIndex,"if not given here or in dtype , the resulting","if not given here or in dtype , the resulting",['Parameters']
796,CategoricalIndex,categorical will be unordered.,categorical will be unordered.,"['Parameters', 'Expand']"
797,CategoricalIndex,"dtype categoricaldtype or category , optional","dtype categoricaldtype or category , optional",['Parameters']
799,CategoricalIndex,categories or ordered .,categories or ordered .,"['Parameters', 'Expand']"
802,CategoricalIndex,make a copy of input ndarray.,make a copy of input ndarray.,['Parameters']
806,CategoricalIndex,codes,codes,['Expand']
808,CategoricalIndex,ordered,ordered,['Expand']
812,CategoricalIndex,as ordered,as ordered,['Expand']
813,CategoricalIndex,as unordered,as unordered,['Expand']
815,CategoricalIndex,if the categories do not validate.,if the categories do not validate.,['Expand']
816,CategoricalIndex,if an explicit ordered true is given but no categories and the,if an explicit ordered true is given but no categories and the,"['Usage', 'Expand']"
817,CategoricalIndex,notes,notes,['DevelopmentNotes']
818,CategoricalIndex,see the user guide,see the user guide,['DevelopmentNotes']
819,CategoricalIndex,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,http pandas.pydata.org pandas docs stable user guide advanced.html # categoricalindex,['DevelopmentNotes']
823,CategoricalIndex,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa","categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa","['Usage', 'Expand']"
825,CategoricalIndex,"c pd^categorical a , b , c , a , b , c","c pd.categorical a , b , c , a , b , c",['Usage']
826,CategoricalIndex,pd^categoricalindex c,pd.categoricalindex c,['Usage']
827,CategoricalIndex,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa","categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa","['Usage', 'Expand']"
828,CategoricalIndex,ordered categoricalindex can have a min and max value.,ordered categoricalindex can have a min and max value.,"['Usage', 'Expand']"
829,CategoricalIndex,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,","ci pd.categoricalindex a , b , c , a , b , c , ordered true,",['Expand']
830,CategoricalIndex,"categories c , b , a","categories c , b , a","['Usage', 'Expand']"
832,CategoricalIndex,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa","categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",['Expand']
833,CategoricalIndex,c,c,['Usage']
834,CythonCommand,custom distutils command subclassed from cython^distutils.build ext,custom distutils command subclassed from cython.distutils.build ext,['Summary']
836,DataIndexableCol,represent a data column that can be indexed,represent a data column that can be indexed,['Summary']
839,ExcelFile,see read excel for more documentation,see read excel for more documentation,['DevelopmentNotes']
843,ExcelFile,"a file like object, xlrd workbook or openpypl workbook.","a file like object, xlrd workbook or openpypl workbook.",['Parameters']
845,ExcelFile,"engine str, default none","engine str, default none",['Parameters']
847,ExcelFile,"acceptable values are none, xlrd , openpyxl or odf .","acceptable values are none, xlrd , openpyxl or odf .",['Parameters']
849,Holiday,class that defines a holiday with start end dates and rules,class that defines a holiday with start end dates and rules,['Summary']
852,IntegerArray,"integerarray is currently experimental, and its api or internal","integerarray is currently experimental, and its api or internal","['Usage', 'Expand']"
853,IntegerArray,we represent an integerarray with 2 numpy arrays,we represent an integerarray with 2 numpy arrays,"['Usage', 'DevelopmentNotes']"
862,IntegerArray,a 1 d integer dtype array.,a 1 d integer dtype array.,['Parameters']
864,IntegerArray,a 1 d boolean dtype array indicating missing values.,a 1 d boolean dtype array indicating missing values.,['Parameters']
875,IntegerArray,create an integerarray with func pandas^array .,create an integerarray with func pandas.array .,['Expand']
876,IntegerArray,"int array pd^array 1, none, 3 , dtype pd^int32dtype","int array pd.array 1, none, 3 , dtype pd.int32dtype","['Usage', 'Expand']"
877,IntegerArray,int array,int array,['Usage']
881,IntegerArray,"length 3, dtype int32","length 3, dtype int32",['Usage']
882,IntegerArray,string aliases for the dtypes are also available.,string aliases for the dtypes are also available.,['Usage']
883,IntegerArray,they are capitalized.,they are capitalized.,['Usage']
884,IntegerArray,"pd^array 1, none, 3 , dtype int32","pd.array 1, none, 3 , dtype int32","['Usage', 'Expand']"
888,IntegerArray,"pd^array 1, none, 3 , dtype uint16","pd.array 1, none, 3 , dtype uint16","['Usage', 'Expand']"
890,IntegerArray,"1, nan, 3","1, nan, 3",['Usage']
891,IntegerArray,"length 3, dtype uint16","length 3, dtype uint16",['Usage']
892,IntervalDtype,an extensiondtype for interval data.,an extensiondtype for interval data.,['Summary']
895,IntervalDtype,"subtype str, np^dtype","subtype str, np.dtype","['Parameters', 'Expand']"
896,IntervalDtype,the dtype of the interval bounds.,the dtype of the interval bounds.,['Parameters']
898,IntervalDtype,subtype,subtype,['Expand']
902,IntervalDtype,pd^intervaldtype subtype int64,pd.intervaldtype subtype int64,"['Usage', 'Expand']"
904,NonConsolidatableMixIn,hold methods for the nonconsolidatable blocks,hold methods for the nonconsolidatable blocks,['Summary']
905,PlotAccessor,make plots of series or dataframe.,make plots of series or dataframe.,"['Parameters', 'Summary']"
906,PlotAccessor,uses the backend specified by the,uses the backend specified by the,"['Usage', 'DevelopmentNotes']"
909,PlotAccessor,"by default, matplotlib is used.","by default, matplotlib is used.","['Usage', 'DevelopmentNotes']"
916,PlotAccessor,allows plotting of one column versus another.,allows plotting of one column versus another.,['Parameters']
917,PlotAccessor,only used if data is a,only used if data is a,['Parameters']
919,PlotAccessor,kind str,kind str,['Parameters']
921,PlotAccessor,line line plot default,line line plot default,['Parameters']
922,PlotAccessor,bar vertical bar plot,bar vertical bar plot,['Parameters']
924,PlotAccessor,hist histogram,hist histogram,['Parameters']
925,PlotAccessor,box boxplot,box boxplot,['Parameters']
927,PlotAccessor,density same as kde,density same as kde,['Parameters']
928,PlotAccessor,area area plot,area area plot,['Parameters']
930,PlotAccessor,scatter scatter plot,scatter scatter plot,['Parameters']
931,PlotAccessor,hexbin hexbin plot.,hexbin hexbin plot.,['Parameters']
933,PlotAccessor,"use index bool, default true","use index bool, default true",['Parameters']
934,PlotAccessor,use index as ticks for x axis.,use index as ticks for x axis.,['Parameters']
936,PlotAccessor,title to use for the plot.,title to use for the plot.,['Parameters']
938,PlotAccessor,at the top of the figure.,at the top of the figure.,['Parameters']
939,PlotAccessor,if a list is passed and subplots is,if a list is passed and subplots is,['Parameters']
942,PlotAccessor,axis grid lines.,axis grid lines.,['Parameters']
945,PlotAccessor,style list or dict,style list or dict,['Parameters']
946,PlotAccessor,the matplotlib line style per column.,the matplotlib line style per column.,['Parameters']
951,PlotAccessor,use log scaling or symlog scaling on y axis.,use log scaling or symlog scaling on y axis.,['Parameters']
952,PlotAccessor,versionchanged 025.0,versionchanged 025.0,['Parameters']
953,PlotAccessor,"loglog bool or sym , default false","loglog bool or sym , default false",['Parameters']
954,PlotAccessor,use log scaling or symlog scaling on both x and y axes.,use log scaling or symlog scaling on both x and y axes.,['Parameters']
955,PlotAccessor,versionchanged 025.0,versionchanged 025.0,['Parameters']
956,PlotAccessor,xticks sequence,xticks sequence,['Parameters']
957,PlotAccessor,values to use for the xticks.,values to use for the xticks.,['Parameters']
958,PlotAccessor,yticks sequence,yticks sequence,['Parameters']
959,PlotAccessor,values to use for the yticks.,values to use for the yticks.,['Parameters']
961,PlotAccessor,ylim 2 tuple list,ylim 2 tuple list,['Parameters']
962,PlotAccessor,"rot int, default none","rot int, default none",['Parameters']
963,PlotAccessor,"rotation for ticks xticks for vertical, yticks for horizontal","rotation for ticks xticks for vertical, yticks for horizontal",['Parameters']
965,PlotAccessor,"fontsize int, default none","fontsize int, default none",['Parameters']
966,PlotAccessor,font size for xticks and yticks.,font size for xticks and yticks.,['Parameters']
969,PlotAccessor,"if string, load colormap with that","if string, load colormap with that",['Parameters']
970,PlotAccessor,name from matplotlib.,name from matplotlib.,['Parameters']
972,PlotAccessor,"if true, plot colorbar only relevant for scatter and hexbin","if true, plot colorbar only relevant for scatter and hexbin",['Parameters']
974,PlotAccessor,position float,position float,['Parameters']
983,PlotAccessor,"if true, draw a table using the data in the dataframe and the data","if true, draw a table using the data in the dataframe and the data",['Parameters']
985,PlotAccessor,"if a series or dataframe is passed, use passed data to draw a","if a series or dataframe is passed, use passed data to draw a",['Parameters']
987,PlotAccessor,"yerr dataframe, series, array like, dict and str","yerr dataframe, series, array like, dict and str",['Parameters']
989,PlotAccessor,detail.,detail.,['Parameters']
991,PlotAccessor,equivalent to yerr.,equivalent to yerr.,['Parameters']
993,PlotAccessor,"when using a secondary y axis, automatically mark the column","when using a secondary y axis, automatically mark the column",['Parameters']
995,PlotAccessor,"include bool bool, default is false","include bool bool, default is false",['Parameters']
1003,PlotAccessor,versionadded 10.0,versionadded 10.0,['Parameters']
1005,PlotAccessor,options to pass to matplotlib plotting method.,options to pass to matplotlib plotting method.,['Parameters']
1009,PlotAccessor,will be the object returned by the backend.,will be the object returned by the backend.,['Parameters']
1010,PlotAccessor,notes,notes,['DevelopmentNotes']
1011,PlotAccessor,see matplotlib documentation online for more on this subject,see matplotlib documentation online for more on this subject,['DevelopmentNotes']
1019,PlotAccessor,center,center,"['DevelopmentNotes', 'Expand']"
1020,SelectNSeries,implement n largest smallest for series,implement n largest smallest for series,['Summary']
1022,SelectNSeries,obj series,obj series,['Parameters']
1023,SelectNSeries,n int,n int,['Parameters']
1024,SelectNSeries,"keep first , last , default first","keep first , last , default first",['Parameters']
1026,SelectNSeries,nordered series,nordered series,['Parameters']
1027,SetopCheck,this is called to decorate the set operations of intervalindex,this is called to decorate the set operations of intervalindex,"['DevelopmentNotes', 'Summary']"
1028,SetopCheck,to perform the type check in advance.,to perform the type check in advance.,"['DevelopmentNotes', 'Summary']"
1029,SQLiteTable,patch the sqltable for fallback support.,patch the sqltable for fallback support.,['Summary']
1030,SQLiteTable,instead of a table variable just use the create table statement.,instead of a table variable just use the create table statement.,['DevelopmentNotes']
1031,SQLTable,for mapping pandas tables to sql tables.,for mapping pandas tables to sql tables.,['Summary']
1032,SQLTable,uses fact that table is reflected by sqlalchemy to,uses fact that table is reflected by sqlalchemy to,['Expand']
1033,SQLTable,do better type conversions.,do better type conversions.,['Expand']
1035,SQLTable,pass them between functions all the time.,pass them between functions all the time.,['Expand']
1037,StringArray,warning,warning,['Parameters']
1039,StringArray,parts of the api may change without warning.,parts of the api may change without warning.,['Parameters']
1041,StringArray,values array like,values array like,['Parameters']
1042,StringArray,the array of data.,the array of data.,['Parameters']
1044,StringArray,"currently, this expects an object dtype ndarray","currently, this expects an object dtype ndarray",['Parameters']
1045,StringArray,where the elements are python strings.,where the elements are python strings.,['Parameters']
1046,StringArray,this may,this may,['Parameters']
1055,StringArray,stringarray returns a booleanarray for comparison methods.,stringarray returns a booleanarray for comparison methods.,"['DevelopmentNotes', 'Expand']"
1057,StringArray,"pd^array this is , some text , none, data.","pd.array this is , some text , none, data.","['Usage', 'Expand']"
1058,StringArray,", dtype string",", dtype string",['Usage']
1059,StringArray,stringarray,stringarray,['Usage']
1060,StringArray,"this is , some text , na, data.","this is , some text , na, data.",['Usage']
1061,StringArray,values.,values.,['Usage']
1062,StringArray,traceback most recent call last,traceback most recent call last,['Usage']
1063,StringArray,"for comparison methods, this returns a class pandas^booleanarray","for comparison methods, this returns a class pandas.booleanarray","['Usage', 'Expand']"
1066,StringArray,"true, na, false","true, na, false",['Usage']
1067,StringMethods,vectorized string functions for series and index.,vectorized string functions for series and index.,['Summary']
1068,StringMethods,nas stay na unless,nas stay na unless,['DevelopmentNotes']
1070,StringMethods,patterned after python s string,patterned after python s string,['DevelopmentNotes']
1073,StringMethods,s^str.split,s.str.split,['Usage']
1076,TestDatetimelikeSubtype,tests specific to intervalindex with datetime like subtype,tests specific to intervalindex with datetime like subtype,['Summary']
1079,TestPeriodIndexSeriesComparisonConsistency,test periodindex and period series ops consistency,test periodindex and period series ops consistency,['Summary']
1080,TestSorted,everything you wanted to test about sorting,everything you wanted to test about sorting,['Summary']
1081,UnsortedIndexError,"error raised when attempting to get a slice of a multiindex,","error raised when attempting to get a slice of a multiindex,",['Summary']
1082,UnsortedIndexError,and the index has not been lexsorted.,and the index has not been lexsorted.,['Summary']
1084,_BZ2Proxy,small proxy class that enables external file object,small proxy class that enables external file object,['Summary']
1087,_BZ2Proxy,a workaround for a limitation in bz2 module s bz2file,a workaround for a limitation in bz2 module s bz2file,['DevelopmentNotes']
1088,_BZ2Proxy,class which unlike gzip^gzipfile has no support for,class which unlike gzip.gzipfile has no support for,['DevelopmentNotes']
1089,_BZ2Proxy,a file object argument.,a file object argument.,['DevelopmentNotes']
1093,_MovedItems,lazy loading of moved objects,lazy loading of moved objects,['Summary']
1094,_PathParents,this object provides sequence like access to the logical ancestors,this object provides sequence like access to the logical ancestors,['Summary']
1096,And,requires all given class parseexpression s to be found in the given order.,requires all given class parseexpression s to be found in the given order.,['DevelopmentNotes']
1097,And,expressions may be separated by whitespace.,expressions may be separated by whitespace.,"['DevelopmentNotes', 'Expand']"
1099,And,"may also be constructed using the operator, which will","may also be constructed using the operator, which will","['DevelopmentNotes', 'Expand']"
1100,And,suppress backtracking.,suppress backtracking.,"['DevelopmentNotes', 'Expand']"
1103,And,name expr oneormore word alphas,name expr oneormore word alphas,['Usage']
1104,And,"expr and integer id ,name expr name ,integer age","expr and integer id ,name expr name ,integer age",['Usage']
1106,And,expr integer id name expr name integer age,expr integer id name expr name integer age,['Usage']
1108,Argument,they generally,they generally,['Usage']
1109,Argument,provide fewer features than options but can have infinite nargs,provide fewer features than options but can have infinite nargs,['Usage']
1111,Argument,all parameters are passed onwards to the parameter constructor.,all parameters are passed onwards to the parameter constructor.,['Expand']
1113,BrokenStdoutLoggingError,raised if brokenpipeerror occurs for the stdout stream while logging.,raised if brokenpipeerror occurs for the stdout stream while logging.,['Summary']
1114,Bucket,buckets are used to store the bytecode for one template.,buckets are used to store the bytecode for one template.,['Summary']
1116,Bucket,and initialized by the bytecode cache and passed to the loading functions.,and initialized by the bytecode cache and passed to the loading functions.,['Summary']
1118,Bucket,to automatically reject outdated cache material.,to automatically reject outdated cache material.,['Expand']
1119,CallBlock,like a macro without a name but a call instead.,like a macro without a name but a call instead.,['DevelopmentNotes']
1120,CallBlock,call is called with,call is called with,['Parameters']
1121,CallBlock,the unnamed macro as caller argument this node holds.,the unnamed macro as caller argument this node holds.,['Parameters']
1122,CaseInsensitiveDict,a case insensitive dict like object.,a case insensitive dict like object.,['Summary']
1124,CaseInsensitiveDict,mutablemapping as well as dict s copy .,mutablemapping as well as dict s copy .,['Summary']
1125,CaseInsensitiveDict,also,also,['Summary']
1126,CaseInsensitiveDict,provides lower items .,provides lower items .,['Summary']
1133,CaseInsensitiveDict,will contain case sensitive keys.,will contain case sensitive keys.,"['DevelopmentNotes', 'Expand']"
1134,CaseInsensitiveDict,"however, querying and contains","however, querying and contains",['Usage']
1135,CaseInsensitiveDict,testing is case insensitive,testing is case insensitive,['Usage']
1136,CaseInsensitiveDict,cid caseinsensitivedict,cid caseinsensitivedict,['Usage']
1137,CaseInsensitiveDict,cid accept application json,cid accept application json,['Usage']
1138,CaseInsensitiveDict,list cid accept # true,list cid accept # true,['Usage']
1140,CaseInsensitiveDict,"value of a content encoding response header, regardless","value of a content encoding response header, regardless",['Usage']
1141,CaseInsensitiveDict,of how the header name was originally stored.,of how the header name was originally stored.,['Usage']
1142,CaseInsensitiveDict,"if the constructor, ^update , or equality comparison","if the constructor, .update , or equality comparison",['Usage']
1143,CaseInsensitiveDict,"operations are given keys that have equal ^lower s, the","operations are given keys that have equal .lower s, the",['Usage']
1144,CaseInsensitiveDict,behavior is undefined.,behavior is undefined.,['Usage']
1145,ColoredString,enhanced string for len operations on colored output.,enhanced string for len operations on colored output.,['Summary']
1148,CONSOLE_SCREEN_BUFFER_INFO,struct in wincon^h.,struct in wincon.h.,['Summary']
1150,Context_,creating instances is neither supported nor useful as it s created,creating instances is neither supported nor useful as it s created,['DevelopmentNotes']
1151,Context_,automatically at various stages of the template evaluation and should not,automatically at various stages of the template evaluation and should not,['DevelopmentNotes']
1152,Context_,be created by hand.,be created by hand.,['DevelopmentNotes']
1153,Context_,the context is immutable.,the context is immutable.,['DevelopmentNotes']
1154,Context_,modifications on attr parent must not,modifications on attr parent must not,"['Usage', 'Parameters']"
1155,Context_,happen and modifications on attr vars are allowed from generated,happen and modifications on attr vars are allowed from generated,"['Usage', 'Parameters']"
1156,Context_,template code only.,template code only.,"['Usage', 'Parameters']"
1157,Context_,template filters and global functions marked as,template filters and global functions marked as,"['Usage', 'Parameters']"
1158,Context_,func contextfunction s get the active context passed as first argument,func contextfunction s get the active context passed as first argument,"['Usage', 'Parameters']"
1159,Context_,and are allowed to access the context read only.,and are allowed to access the context read only.,"['Usage', 'Parameters']"
1160,Context_,"the template context supports read only dict operations get ,","the template context supports read only dict operations get ,",['Parameters']
1162,Context_,"getitem , contains .","getitem , contains .",['Parameters']
1163,Context_,additionally there is a meth resolve,additionally there is a meth resolve,['Parameters']
1167,CookieConflictError,there are two cookies that meet the criteria specified in the cookie jar.,there are two cookies that meet the criteria specified in the cookie jar.,['Summary']
1168,CookieConflictError,use ^get and ^set and include domain and path args in order to be more specific.,use .get and .set and include domain and path args in order to be more specific.,['DevelopmentNotes']
1169,DataViewSequence,a sequence of data views.,a sequence of data views.,['Summary']
1170,DataViewSequence,each entry is an instance of item class .,each entry is an instance of item class .,['Parameters']
1171,Date,a date literal.,a date literal.,['Summary']
1172,DirectedGraph,a graph structure with directed edges.,a graph structure with directed edges.,['Summary']
1175,Distribution,for construction.,for construction.,['Usage']
1180,Environment,globals and others.,globals and others.,"['Expand', 'Summary']"
1190,Environment,the string marking the beginning of a block.,the string marking the beginning of a block.,['Parameters']
1191,Environment,defaults to % .,defaults to % .,['Parameters']
1193,Environment,the string marking the end of a block.,the string marking the end of a block.,['Parameters']
1197,Environment,defaults to .,defaults to .,['Parameters']
1203,Environment,comment end string,comment end string,['Parameters']
1204,Environment,the string marking the end of a comment.,the string marking the end of a comment.,['Parameters']
1205,Environment,line statement prefix,line statement prefix,['Parameters']
1207,Environment,statements.,statements.,['Parameters']
1214,Environment,trim blocks,trim blocks,['Parameters']
1215,Environment,if this is set to true the first newline after a block is,if this is set to true the first newline after a block is,['Parameters']
1222,Environment,the sequence that starts a newline.,the sequence that starts a newline.,['Parameters']
1224,Environment,n or r n .,n or r n .,['Parameters']
1232,Environment,versionadded 27,versionadded 27,['Parameters']
1234,Environment,this can either be import paths,this can either be import paths,['Parameters']
1236,Environment,for more information have a,for more information have a,['Parameters']
1238,Environment,should the optimizer be enabled?,should the optimizer be enabled?,['Parameters']
1242,Environment,a callable that can be used to process the result of a variable,a callable that can be used to process the result of a variable,['Parameters']
1244,Environment,for example one can convert,for example one can convert,['Parameters']
1246,Environment,autoescape,autoescape,['Parameters']
1248,Environment,default.,default.,['Parameters']
1249,Environment,for more details about autoescaping see,for more details about autoescaping see,['Parameters']
1250,Environment,class jinja2^utils.markup .,class jinja2.utils.markup .,['Parameters']
1251,Environment,as of jinja 24 this can also,as of jinja 24 this can also,['Parameters']
1252,Environment,be a callable that is passed the template name and has to,be a callable that is passed the template name and has to,['Parameters']
1253,Environment,versionchanged 24,versionchanged 24,['Parameters']
1255,Environment,cache size,cache size,['Parameters']
1257,Environment,per default this is 400 which means,per default this is 400 which means,['Parameters']
1259,Environment,1 the cache will not be cleaned.,1 the cache will not be cleaned.,['Parameters']
1261,Environment,auto reload,auto reload,['Parameters']
1266,Environment,disable that.,disable that.,['Parameters']
1267,Environment,bytecode cache,bytecode cache,['Parameters']
1269,Environment,enable async,enable async,['Parameters']
1270,Environment,you to take advantage of newer python features.,you to take advantage of newer python features.,['Parameters']
1271,Environment,this requires,this requires,['Parameters']
1273,EOF,this usually means the child has exited.,this usually means the child has exited.,['Summary']
1275,ExtractError,general exception for extract errors.,general exception for extract errors.,['Summary']
1276,FakeFile,wrap a list of lines in an object with readline to make,wrap a list of lines in an object with readline to make,['Summary']
1279,fdspawn,"for example, you could use it to read through a file looking","for example, you could use it to read through a file looking",['Usage']
1280,fdspawn,"for patterns, or to control a modem or serial device.","for patterns, or to control a modem or serial device.",['Usage']
1283,FileMetadata,usage,usage,['Usage']
1284,FileMetadata,metadata filemetadata path to pkg info,metadata filemetadata path to pkg info,['Usage']
1285,FileMetadata,"this provider rejects all data and metadata requests except for pkg info,","this provider rejects all data and metadata requests except for pkg info,",['Expand']
1287,FileMetadata,the provided location.,the provided location.,['Expand']
1289,FileMetadata,usage,usage,['Usage']
1290,FileMetadata,metadata filemetadata path to pkg info,metadata filemetadata path to pkg info,['Usage']
1293,FileMetadata,the provided location.,the provided location.,['Expand']
